,dataset,ARI,NMI,NCA,Silhouette,Calinski-Harabasz,Generalised Dunn
25,"('fcps', 'chainlink')",0.10022375900972008,0.07427984451414328,0.31800000000000006,0.35769374525191955,730.310396351604,-1.1246867591305119
26,"('fcps', 'engytime')",0.8159427516410109,0.7297447245402335,0.9033203125,0.4246075803342614,3191.683810728471,-0.9481184001303987
27,"('fcps', 'hepta')",1.0,1.0,1.0,0.7019232643413871,519.9375177851588,-0.355038569756824
28,"('fcps', 'lsun')",0.44049232661138926,0.5441428265708904,0.7050000000000001,0.4967108808500161,487.9127495862473,-0.7608752958755943
29,"('fcps', 'target')",0.635556940255142,0.6365903558447157,0.8374655647382919,0.5818883429614987,629.3468141818688,-0.6129620093894874
30,"('fcps', 'tetra')",1.0,1.0,1.0,0.505788934711956,418.39125415785816,-0.6626445556498229
31,"('fcps', 'twodiamonds')",1.0,1.0,1.0,0.6305972286378877,2386.4261734528845,-0.541801323405129
32,"('fcps', 'wingnut')",0.859497168372491,0.7744007983089454,0.9271653543307086,0.4602403965151501,1114.0278667295943,-0.8637921031217235
33,"('graves', 'dense')",0.8090500479773749,0.7610260716417304,0.8999999999999999,0.6769889327130578,505.73910700022634,-0.47634678318826146
34,"('graves', 'fuzzyx')",0.5955814478043581,0.7185345857113363,0.7957316755064776,0.550764663539917,1740.1609192639182,-0.5514094811161012
35,"('graves', 'line')",-0.009239623395487596,0.18290428723604973,0.45999999999999996,0.5654292197286332,473.85002341597493,-0.6085342157894573
36,"('graves', 'parabolic')",0.5894131073248943,0.4825577839828588,0.7681966583445363,0.5335750922555612,1623.517721183594,-0.7249497013503864
37,"('graves', 'ring')",-0.0009659318288842226,2.5969938683868158e-05,0.006000000000000005,0.25485650243283664,388.36900093442017,-1.4225817956317564
38,"('graves', 'ring_noisy')",0.16929316494774946,0.28336493894722514,0.4138613861386138,0.40332170096166053,388.169759197568,-1.1769559702307713
39,"('graves', 'ring_outliers')",0.6236180401835817,0.6538218868220262,0.5645,0.5678324650124101,894.9471417004451,-0.6649365384748183
40,"('graves', 'zigzag')",0.13636326308631422,0.36262512450280143,0.6066666666666667,0.49980708270242646,393.4367343219897,-0.7081697568028532
41,"('graves', 'zigzag_noisy')",0.13063076726332185,0.35849952817526953,0.6069182389937107,0.5009993704237738,418.7596476509813,-0.7069061998914394
42,"('graves', 'zigzag_outliers')",0.13454969315616505,0.3581565092225715,0.5966666666666667,0.5067879485010607,392.76146279614244,-0.6762082480276405
